,short_position,GKDiving,Composure,Finishing,Vision,Strength,Stamina,Jumping,ShotPower,Reactions,Agility,Dribbling,HeadingAccuracy
258,back,9.0,79.0,70.0,76.0,67.0,90.0,74.0,82.0,80.0,87.0,78.0,72.0
259,back,14.0,79.0,43.0,60.0,89.0,68.0,74.0,68.0,79.0,52.0,70.0,87.0
260,midfield,8.0,78.0,76.0,71.0,85.0,92.0,72.0,77.0,80.0,63.0,75.0,75.0
261,back,14.0,78.0,38.0,62.0,88.0,69.0,47.0,77.0,79.0,60.0,64.0,88.0
262,midfield,15.0,82.0,69.0,78.0,91.0,85.0,83.0,86.0,84.0,76.0,78.0,75.0
263,midfield,11.0,80.0,73.0,81.0,66.0,67.0,73.0,79.0,79.0,80.0,87.0,55.0
264,back,15.0,71.0,42.0,65.0,82.0,72.0,83.0,61.0,80.0,69.0,60.0,81.0
265,front,4.0,76.0,80.0,76.0,78.0,68.0,84.0,80.0,79.0,66.0,83.0,86.0
266,goalkeeper,80.0,61.0,10.0,60.0,67.0,40.0,71.0,35.0,78.0,48.0,12.0,12.0
267,front,6.0,84.0,84.0,79.0,60.0,69.0,81.0,79.0,83.0,91.0,84.0,74.0
268,front,6.0,80.0,84.0,73.0,76.0,79.0,79.0,84.0,81.0,80.0,80.0,71.0
269,midfield,16.0,74.0,78.0,84.0,58.0,72.0,40.0,76.0,77.0,80.0,86.0,61.0
270,front,15.0,81.0,77.0,77.0,75.0,76.0,57.0,78.0,77.0,88.0,90.0,47.0
271,front,6.0,72.0,80.0,87.0,67.0,73.0,54.0,77.0,83.0,79.0,86.0,49.0
272,front,16.0,80.0,78.0,84.0,67.0,79.0,88.0,70.0,81.0,89.0,84.0,41.0
273,back,10.0,76.0,55.0,75.0,71.0,67.0,89.0,66.0,82.0,72.0,70.0,82.0
274,back,16.0,74.0,42.0,50.0,94.0,81.0,54.0,50.0,75.0,32.0,64.0,80.0
275,front,15.0,75.0,84.0,68.0,90.0,73.0,72.0,84.0,81.0,65.0,79.0,84.0
276,back,12.0,76.0,56.0,73.0,75.0,87.0,84.0,71.0,80.0,79.0,77.0,76.0
277,back,12.0,72.0,37.0,56.0,87.0,72.0,78.0,59.0,78.0,56.0,53.0,77.0
278,midfield,8.0,81.0,72.0,77.0,79.0,90.0,91.0,78.0,81.0,73.0,73.0,83.0
279,goalkeeper,83.0,40.0,15.0,42.0,72.0,44.0,58.0,21.0,81.0,50.0,14.0,14.0
280,midfield,14.0,85.0,75.0,86.0,68.0,73.0,58.0,68.0,84.0,86.0,84.0,51.0
281,back,11.0,73.0,58.0,55.0,78.0,68.0,83.0,66.0,82.0,63.0,53.0,81.0
282,midfield,14.0,80.0,73.0,87.0,64.0,62.0,49.0,78.0,78.0,79.0,87.0,61.0
283,midfield,5.0,77.0,78.0,77.0,47.0,70.0,66.0,77.0,81.0,82.0,84.0,55.0
284,midfield,10.0,82.0,70.0,82.0,66.0,84.0,69.0,84.0,82.0,77.0,83.0,70.0
285,goalkeeper,86.0,58.0,8.0,50.0,74.0,36.0,74.0,22.0,79.0,49.0,12.0,17.0
286,midfield,7.0,74.0,76.0,79.0,62.0,79.0,62.0,83.0,79.0,90.0,87.0,56.0
287,midfield,7.0,85.0,64.0,77.0,92.0,86.0,75.0,79.0,81.0,36.0,72.0,79.0
288,midfield,6.0,84.0,79.0,82.0,62.0,78.0,68.0,77.0,77.0,92.0,87.0,53.0
289,midfield,6.0,81.0,74.0,79.0,67.0,89.0,66.0,81.0,81.0,73.0,81.0,58.0
290,back,11.0,73.0,48.0,80.0,65.0,88.0,73.0,75.0,81.0,74.0,75.0,73.0
291,back,16.0,88.0,55.0,77.0,77.0,84.0,80.0,91.0,84.0,63.0,79.0,80.0
292,midfield,13.0,84.0,77.0,86.0,68.0,86.0,68.0,83.0,78.0,68.0,80.0,60.0
293,front,6.0,82.0,80.0,81.0,42.0,77.0,34.0,80.0,80.0,94.0,86.0,34.0
294,front,14.0,81.0,78.0,77.0,84.0,78.0,67.0,84.0,78.0,70.0,84.0,74.0
295,midfield,8.0,80.0,71.0,82.0,46.0,69.0,81.0,72.0,82.0,87.0,84.0,54.0
296,midfield,7.0,78.0,67.0,83.0,72.0,91.0,79.0,77.0,80.0,70.0,73.0,65.0
297,front,12.0,86.0,83.0,83.0,72.0,71.0,65.0,81.0,85.0,74.0,82.0,63.0
298,midfield,13.0,78.0,70.0,78.0,77.0,88.0,77.0,87.0,82.0,67.0,75.0,75.0
299,midfield,14.0,75.0,49.0,63.0,78.0,90.0,73.0,73.0,78.0,57.0,68.0,73.0
300,back,5.0,77.0,45.0,44.0,91.0,84.0,76.0,77.0,75.0,54.0,56.0,77.0
301,back,15.0,78.0,44.0,60.0,86.0,80.0,81.0,64.0,77.0,57.0,65.0,83.0
302,midfield,16.0,82.0,70.0,78.0,72.0,85.0,80.0,76.0,82.0,80.0,84.0,72.0
303,back,8.0,86.0,41.0,47.0,91.0,74.0,41.0,63.0,84.0,29.0,48.0,89.0
304,front,12.0,78.0,83.0,76.0,88.0,62.0,84.0,85.0,83.0,57.0,70.0,90.0
305,back,8.0,72.0,43.0,48.0,77.0,78.0,91.0,65.0,78.0,58.0,54.0,83.0
306,midfield,7.0,76.0,60.0,83.0,57.0,84.0,74.0,74.0,82.0,81.0,80.0,55.0
307,back,14.0,78.0,58.0,63.0,88.0,62.0,76.0,80.0,76.0,54.0,60.0,80.0
308,back,7.0,71.0,38.0,49.0,89.0,68.0,77.0,58.0,77.0,35.0,52.0,85.0
309,goalkeeper,84.0,62.0,10.0,55.0,66.0,34.0,68.0,20.0,75.0,52.0,15.0,11.0
310,goalkeeper,83.0,64.0,17.0,60.0,58.0,29.0,66.0,21.0,74.0,35.0,18.0,13.0
311,back,13.0,75.0,32.0,56.0,75.0,62.0,78.0,54.0,76.0,65.0,62.0,80.0
312,goalkeeper,82.0,63.0,10.0,46.0,51.0,31.0,80.0,24.0,75.0,57.0,10.0,10.0
313,midfield,14.0,80.0,50.0,80.0,65.0,75.0,62.0,77.0,80.0,76.0,80.0,54.0
314,back,5.0,80.0,61.0,78.0,55.0,74.0,80.0,86.0,77.0,84.0,84.0,72.0
315,front,8.0,83.0,86.0,75.0,66.0,70.0,67.0,81.0,83.0,71.0,83.0,67.0
316,front,14.0,87.0,83.0,73.0,82.0,60.0,90.0,82.0,85.0,50.0,76.0,92.0
317,goalkeeper,78.0,63.0,12.0,53.0,63.0,32.0,50.0,21.0,77.0,46.0,12.0,19.0
318,goalkeeper,87.0,70.0,12.0,65.0,70.0,43.0,77.0,28.0,77.0,62.0,25.0,25.0
319,midfield,11.0,73.0,78.0,74.0,71.0,79.0,68.0,87.0,79.0,88.0,83.0,71.0
320,midfield,9.0,77.0,72.0,80.0,48.0,67.0,44.0,67.0,80.0,89.0,82.0,44.0
321,midfield,12.0,75.0,75.0,77.0,59.0,76.0,86.0,79.0,80.0,86.0,86.0,57.0
322,back,10.0,76.0,36.0,66.0,84.0,76.0,78.0,58.0,81.0,69.0,67.0,75.0
323,midfield,7.0,86.0,52.0,85.0,69.0,74.0,76.0,68.0,83.0,84.0,86.0,64.0
324,back,16.0,75.0,50.0,62.0,62.0,91.0,80.0,74.0,82.0,88.0,80.0,58.0
325,midfield,9.0,71.0,77.0,86.0,67.0,77.0,59.0,75.0,76.0,79.0,81.0,50.0
326,midfield,16.0,77.0,79.0,82.0,69.0,73.0,46.0,75.0,79.0,73.0,81.0,67.0
327,back,14.0,70.0,33.0,54.0,85.0,72.0,85.0,55.0,74.0,65.0,60.0,79.0
328,midfield,12.0,80.0,68.0,83.0,62.0,75.0,52.0,64.0,80.0,82.0,85.0,41.0
329,front,11.0,77.0,77.0,75.0,59.0,80.0,75.0,76.0,77.0,91.0,84.0,60.0
330,front,14.0,83.0,80.0,75.0,60.0,82.0,62.0,76.0,75.0,78.0,87.0,54.0
331,midfield,14.0,83.0,69.0,83.0,63.0,75.0,69.0,78.0,75.0,82.0,78.0,60.0
332,midfield,11.0,79.0,74.0,75.0,45.0,79.0,50.0,78.0,79.0,90.0,84.0,40.0
333,midfield,8.0,78.0,69.0,80.0,66.0,84.0,68.0,80.0,77.0,74.0,81.0,62.0
334,midfield,14.0,71.0,77.0,75.0,85.0,75.0,86.0,85.0,78.0,80.0,82.0,70.0
335,midfield,13.0,74.0,82.0,78.0,63.0,74.0,50.0,80.0,82.0,87.0,87.0,67.0
336,back,10.0,77.0,36.0,62.0,73.0,69.0,72.0,31.0,80.0,61.0,68.0,80.0
337,midfield,6.0,82.0,64.0,81.0,68.0,79.0,64.0,76.0,73.0,81.0,83.0,55.0
338,goalkeeper,81.0,61.0,18.0,49.0,56.0,23.0,49.0,18.0,74.0,31.0,14.0,11.0
339,back,12.0,76.0,47.0,59.0,69.0,87.0,69.0,68.0,79.0,76.0,75.0,66.0
340,midfield,12.0,75.0,65.0,82.0,54.0,72.0,54.0,76.0,76.0,79.0,84.0,52.0
341,back,16.0,81.0,61.0,75.0,60.0,84.0,74.0,67.0,81.0,82.0,83.0,64.0
342,back,7.0,77.0,50.0,60.0,63.0,83.0,64.0,78.0,79.0,85.0,83.0,65.0
343,midfield,12.0,75.0,75.0,79.0,49.0,72.0,63.0,79.0,83.0,88.0,83.0,52.0
344,midfield,15.0,74.0,73.0,76.0,81.0,93.0,72.0,84.0,74.0,60.0,78.0,66.0
345,front,12.0,75.0,84.0,58.0,73.0,72.0,86.0,79.0,79.0,91.0,75.0,77.0
346,front,12.0,78.0,84.0,68.0,74.0,66.0,74.0,80.0,80.0,73.0,80.0,75.0
347,midfield,11.0,76.0,82.0,78.0,77.0,82.0,75.0,83.0,81.0,79.0,78.0,73.0
348,back,11.0,74.0,58.0,75.0,69.0,85.0,73.0,65.0,78.0,70.0,76.0,69.0
349,back,11.0,80.0,30.0,55.0,78.0,62.0,81.0,44.0,80.0,65.0,43.0,78.0
350,front,9.0,72.0,88.0,60.0,78.0,73.0,62.0,85.0,75.0,68.0,74.0,78.0
351,midfield,11.0,75.0,79.0,79.0,76.0,84.0,75.0,86.0,85.0,75.0,79.0,56.0
352,back,7.0,79.0,33.0,76.0,81.0,81.0,71.0,79.0,80.0,68.0,80.0,65.0
353,midfield,8.0,78.0,45.0,73.0,69.0,93.0,51.0,53.0,85.0,66.0,71.0,58.0
354,back,15.0,67.0,44.0,68.0,73.0,90.0,85.0,75.0,77.0,67.0,74.0,73.0
355,midfield,6.0,76.0,69.0,80.0,62.0,77.0,63.0,78.0,81.0,91.0,85.0,38.0
356,midfield,10.0,77.0,72.0,76.0,68.0,73.0,75.0,85.0,81.0,86.0,87.0,48.0
357,front,7.0,72.0,80.0,66.0,88.0,76.0,89.0,85.0,78.0,76.0,77.0,79.0
358,back,12.0,75.0,54.0,69.0,68.0,88.0,73.0,80.0,79.0,72.0,79.0,70.0
359,goalkeeper,81.0,63.0,11.0,41.0,55.0,34.0,62.0,18.0,78.0,36.0,11.0,10.0
360,midfield,13.0,80.0,78.0,82.0,74.0,64.0,33.0,87.0,80.0,70.0,83.0,58.0
361,front,8.0,80.0,81.0,81.0,82.0,88.0,78.0,85.0,82.0,73.0,79.0,67.0
362,front,12.0,82.0,85.0,65.0,64.0,65.0,75.0,80.0,84.0,83.0,78.0,77.0
363,midfield,11.0,70.0,77.0,78.0,81.0,80.0,70.0,77.0,80.0,74.0,84.0,65.0
364,midfield,7.0,74.0,49.0,81.0,75.0,80.0,32.0,88.0,77.0,49.0,70.0,62.0
365,midfield,11.0,82.0,74.0,85.0,62.0,69.0,64.0,69.0,78.0,82.0,85.0,63.0
366,midfield,15.0,76.0,64.0,81.0,63.0,87.0,61.0,80.0,76.0,80.0,75.0,53.0
367,midfield,12.0,78.0,67.0,82.0,48.0,75.0,51.0,81.0,78.0,92.0,84.0,42.0
368,back,14.0,70.0,33.0,56.0,82.0,68.0,81.0,63.0,75.0,50.0,63.0,80.0
369,back,14.0,78.0,31.0,72.0,83.0,84.0,89.0,65.0,80.0,78.0,63.0,68.0
370,midfield,13.0,82.0,71.0,81.0,73.0,75.0,52.0,87.0,80.0,84.0,86.0,45.0
371,midfield,11.0,85.0,76.0,77.0,39.0,74.0,72.0,66.0,82.0,90.0,91.0,67.0
372,goalkeeper,83.0,64.0,19.0,34.0,80.0,28.0,59.0,25.0,77.0,53.0,12.0,14.0
373,back,6.0,78.0,50.0,67.0,85.0,74.0,54.0,78.0,78.0,59.0,67.0,79.0
374,midfield,9.0,84.0,71.0,78.0,67.0,87.0,61.0,75.0,82.0,79.0,77.0,58.0
375,midfield,9.0,81.0,77.0,76.0,63.0,85.0,87.0,80.0,80.0,83.0,85.0,73.0
376,midfield,5.0,72.0,78.0,73.0,54.0,68.0,60.0,74.0,72.0,85.0,84.0,51.0
377,back,10.0,67.0,54.0,49.0,87.0,71.0,76.0,42.0,75.0,55.0,59.0,82.0
378,midfield,6.0,75.0,81.0,75.0,92.0,86.0,69.0,94.0,82.0,69.0,82.0,69.0
379,midfield,11.0,83.0,76.0,80.0,39.0,82.0,65.0,54.0,81.0,87.0,86.0,48.0
380,midfield,14.0,77.0,70.0,79.0,39.0,73.0,75.0,75.0,73.0,86.0,87.0,56.0
381,front,16.0,73.0,84.0,75.0,75.0,74.0,67.0,80.0,74.0,75.0,77.0,70.0
382,front,7.0,83.0,79.0,83.0,69.0,78.0,73.0,81.0,84.0,70.0,78.0,64.0
383,back,11.0,78.0,28.0,59.0,78.0,67.0,80.0,62.0,81.0,64.0,63.0,80.0
384,midfield,5.0,81.0,66.0,84.0,60.0,73.0,64.0,73.0,80.0,83.0,88.0,57.0
385,goalkeeper,81.0,53.0,10.0,58.0,68.0,45.0,84.0,25.0,76.0,68.0,25.0,12.0
386,back,14.0,84.0,51.0,57.0,78.0,61.0,78.0,57.0,81.0,60.0,59.0,83.0
387,back,6.0,69.0,55.0,49.0,80.0,76.0,70.0,78.0,73.0,40.0,46.0,82.0
388,back,13.0,81.0,39.0,65.0,77.0,83.0,73.0,73.0,78.0,63.0,58.0,75.0
389,midfield,14.0,64.0,74.0,77.0,37.0,73.0,60.0,75.0,77.0,86.0,83.0,48.0
390,midfield,11.0,71.0,76.0,82.0,63.0,65.0,39.0,84.0,76.0,68.0,84.0,36.0
391,midfield,6.0,82.0,78.0,78.0,78.0,68.0,76.0,84.0,79.0,77.0,79.0,74.0
392,back,14.0,82.0,65.0,71.0,78.0,77.0,77.0,78.0,81.0,66.0,72.0,74.0
393,midfield,10.0,73.0,73.0,77.0,69.0,86.0,35.0,87.0,78.0,74.0,82.0,55.0
394,back,11.0,73.0,74.0,81.0,70.0,90.0,59.0,86.0,80.0,79.0,80.0,67.0
395,midfield,10.0,78.0,74.0,83.0,68.0,78.0,63.0,81.0,78.0,75.0,86.0,69.0
396,back,10.0,75.0,57.0,73.0,72.0,78.0,75.0,68.0,82.0,69.0,80.0,62.0
397,midfield,8.0,80.0,81.0,81.0,67.0,74.0,68.0,74.0,78.0,81.0,83.0,70.0
398,midfield,6.0,68.0,65.0,81.0,76.0,81.0,49.0,81.0,81.0,66.0,82.0,57.0
399,midfield,16.0,82.0,60.0,71.0,79.0,79.0,69.0,85.0,82.0,72.0,80.0,62.0
400,goalkeeper,79.0,63.0,13.0,52.0,65.0,25.0,68.0,14.0,71.0,52.0,14.0,11.0
401,midfield,13.0,86.0,74.0,80.0,63.0,78.0,77.0,76.0,75.0,76.0,79.0,70.0
402,midfield,5.0,83.0,67.0,86.0,66.0,69.0,67.0,72.0,81.0,74.0,85.0,60.0
403,front,6.0,81.0,84.0,77.0,76.0,66.0,69.0,87.0,81.0,71.0,76.0,68.0
404,front,14.0,82.0,84.0,69.0,83.0,68.0,74.0,84.0,78.0,59.0,78.0,82.0
405,midfield,14.0,77.0,70.0,81.0,71.0,76.0,74.0,81.0,76.0,82.0,86.0,59.0
406,midfield,6.0,75.0,68.0,77.0,73.0,94.0,66.0,81.0,78.0,66.0,76.0,59.0
407,front,12.0,79.0,78.0,81.0,62.0,62.0,70.0,77.0,82.0,83.0,87.0,63.0
408,midfield,5.0,82.0,70.0,79.0,62.0,74.0,37.0,85.0,77.0,92.0,87.0,61.0
409,midfield,1.0,86.0,62.0,79.0,71.0,91.0,62.0,82.0,84.0,69.0,76.0,66.0
410,back,13.0,76.0,52.0,58.0,89.0,78.0,65.0,80.0,74.0,52.0,65.0,80.0
411,front,9.0,80.0,80.0,84.0,64.0,54.0,33.0,74.0,80.0,72.0,85.0,59.0
412,front,7.0,65.0,85.0,60.0,80.0,71.0,73.0,79.0,77.0,45.0,76.0,81.0
413,midfield,6.0,80.0,72.0,83.0,61.0,73.0,69.0,66.0,78.0,78.0,81.0,65.0
414,midfield,8.0,84.0,59.0,79.0,78.0,78.0,63.0,80.0,79.0,83.0,86.0,56.0
415,midfield,14.0,82.0,72.0,84.0,61.0,79.0,61.0,61.0,78.0,81.0,84.0,54.0
416,midfield,6.0,76.0,74.0,83.0,65.0,78.0,59.0,77.0,80.0,75.0,79.0,56.0
417,back,11.0,69.0,45.0,63.0,63.0,80.0,71.0,58.0,77.0,78.0,69.0,73.0
418,midfield,6.0,76.0,74.0,79.0,52.0,85.0,46.0,78.0,79.0,86.0,81.0,43.0
419,back,16.0,82.0,51.0,75.0,68.0,89.0,71.0,55.0,80.0,83.0,77.0,69.0
420,midfield,9.0,68.0,58.0,73.0,71.0,89.0,67.0,72.0,78.0,78.0,75.0,59.0
421,midfield,10.0,69.0,78.0,79.0,59.0,71.0,58.0,73.0,81.0,70.0,84.0,44.0
422,back,9.0,74.0,31.0,45.0,84.0,76.0,73.0,71.0,77.0,42.0,47.0,82.0
423,front,14.0,71.0,80.0,65.0,90.0,91.0,74.0,86.0,76.0,67.0,62.0,81.0
424,back,9.0,79.0,37.0,66.0,74.0,77.0,86.0,60.0,77.0,68.0,66.0,73.0
425,midfield,13.0,74.0,50.0,67.0,75.0,92.0,90.0,82.0,79.0,67.0,74.0,76.0
426,goalkeeper,83.0,57.0,12.0,62.0,67.0,39.0,80.0,21.0,78.0,68.0,26.0,20.0
427,midfield,10.0,79.0,73.0,81.0,67.0,80.0,64.0,79.0,77.0,81.0,81.0,59.0
428,back,8.0,86.0,65.0,78.0,84.0,90.0,69.0,83.0,76.0,84.0,85.0,63.0
429,midfield,16.0,83.0,61.0,83.0,70.0,78.0,68.0,83.0,77.0,65.0,73.0,51.0
430,front,12.0,68.0,81.0,63.0,79.0,81.0,92.0,85.0,82.0,79.0,75.0,82.0
431,back,10.0,75.0,50.0,53.0,85.0,75.0,85.0,67.0,77.0,59.0,56.0,86.0
432,back,14.0,74.0,36.0,32.0,79.0,67.0,76.0,38.0,77.0,58.0,62.0,82.0
433,midfield,4.0,81.0,61.0,81.0,75.0,81.0,67.0,78.0,83.0,66.0,84.0,75.0
434,midfield,11.0,68.0,37.0,73.0,80.0,83.0,76.0,72.0,74.0,64.0,76.0,71.0
435,midfield,14.0,60.0,60.0,81.0,58.0,89.0,76.0,83.0,79.0,87.0,85.0,43.0
436,midfield,9.0,77.0,66.0,75.0,40.0,78.0,58.0,75.0,80.0,88.0,86.0,46.0
437,midfield,12.0,79.0,78.0,72.0,76.0,73.0,67.0,78.0,76.0,82.0,83.0,58.0
438,goalkeeper,83.0,61.0,15.0,58.0,73.0,42.0,65.0,24.0,76.0,58.0,14.0,12.0
439,goalkeeper,79.0,48.0,11.0,55.0,82.0,28.0,65.0,25.0,79.0,40.0,19.0,19.0
440,midfield,11.0,74.0,79.0,77.0,56.0,70.0,51.0,76.0,78.0,84.0,82.0,38.0
441,front,9.0,69.0,82.0,65.0,73.0,75.0,74.0,78.0,80.0,78.0,81.0,76.0
442,midfield,14.0,77.0,72.0,81.0,67.0,74.0,72.0,75.0,81.0,77.0,82.0,46.0
443,back,13.0,67.0,61.0,72.0,61.0,83.0,54.0,62.0,82.0,79.0,77.0,52.0
444,midfield,12.0,78.0,65.0,81.0,86.0,76.0,58.0,80.0,77.0,67.0,80.0,69.0
445,back,13.0,73.0,57.0,68.0,63.0,91.0,90.0,66.0,75.0,79.0,74.0,73.0
446,midfield,6.0,75.0,74.0,82.0,76.0,79.0,75.0,79.0,80.0,79.0,77.0,69.0
447,goalkeeper,79.0,59.0,16.0,45.0,72.0,43.0,72.0,21.0,77.0,62.0,13.0,10.0
448,midfield,14.0,74.0,60.0,79.0,83.0,85.0,76.0,81.0,78.0,73.0,76.0,72.0
449,midfield,9.0,78.0,65.0,80.0,54.0,76.0,46.0,86.0,78.0,78.0,85.0,53.0
450,back,12.0,71.0,55.0,68.0,81.0,74.0,65.0,74.0,79.0,55.0,62.0,85.0
451,back,16.0,73.0,50.0,56.0,85.0,68.0,82.0,58.0,75.0,59.0,66.0,81.0
452,midfield,9.0,74.0,55.0,82.0,69.0,79.0,61.0,82.0,74.0,77.0,78.0,60.0
453,midfield,15.0,81.0,53.0,69.0,76.0,82.0,71.0,75.0,78.0,60.0,64.0,69.0
454,back,10.0,73.0,47.0,69.0,75.0,77.0,73.0,65.0,77.0,74.0,82.0,70.0
455,back,13.0,69.0,40.0,47.0,81.0,64.0,73.0,67.0,68.0,50.0,56.0,79.0
456,front,6.0,74.0,84.0,72.0,91.0,72.0,80.0,77.0,82.0,68.0,72.0,80.0
457,midfield,6.0,71.0,71.0,77.0,34.0,68.0,61.0,76.0,80.0,94.0,82.0,59.0
458,midfield,11.0,76.0,70.0,74.0,51.0,76.0,63.0,72.0,76.0,94.0,88.0,41.0
459,midfield,14.0,69.0,81.0,77.0,71.0,83.0,71.0,77.0,67.0,79.0,82.0,72.0
460,front,9.0,81.0,82.0,62.0,78.0,66.0,80.0,81.0,79.0,75.0,78.0,75.0
461,front,13.0,74.0,83.0,81.0,68.0,74.0,74.0,79.0,78.0,88.0,81.0,68.0
462,goalkeeper,82.0,60.0,14.0,68.0,73.0,35.0,70.0,20.0,76.0,32.0,14.0,19.0
463,goalkeeper,79.0,62.0,14.0,43.0,73.0,37.0,72.0,17.0,71.0,36.0,15.0,11.0
464,back,8.0,70.0,52.0,66.0,58.0,84.0,63.0,52.0,78.0,82.0,75.0,60.0
465,back,10.0,78.0,28.0,68.0,79.0,86.0,69.0,66.0,82.0,66.0,76.0,71.0
466,goalkeeper,82.0,62.0,16.0,40.0,79.0,40.0,76.0,29.0,73.0,55.0,21.0,12.0
467,back,16.0,77.0,34.0,60.0,94.0,54.0,33.0,83.0,78.0,29.0,44.0,87.0
468,back,14.0,79.0,36.0,66.0,81.0,69.0,82.0,63.0,75.0,58.0,66.0,80.0
469,front,12.0,76.0,69.0,76.0,54.0,70.0,70.0,72.0,74.0,94.0,88.0,40.0
470,midfield,11.0,77.0,52.0,67.0,89.0,78.0,77.0,82.0,78.0,52.0,65.0,82.0
471,back,14.0,73.0,37.0,54.0,80.0,72.0,89.0,68.0,73.0,77.0,58.0,76.0
472,midfield,8.0,72.0,54.0,78.0,71.0,79.0,58.0,72.0,78.0,68.0,72.0,66.0
473,back,8.0,79.0,60.0,71.0,75.0,88.0,59.0,75.0,81.0,72.0,83.0,59.0
474,back,13.0,75.0,48.0,67.0,76.0,79.0,60.0,65.0,78.0,76.0,79.0,54.0
475,back,6.0,76.0,52.0,72.0,69.0,79.0,73.0,77.0,77.0,68.0,76.0,68.0
476,front,9.0,76.0,85.0,71.0,67.0,75.0,77.0,85.0,85.0,74.0,78.0,69.0
477,midfield,15.0,66.0,74.0,74.0,58.0,73.0,72.0,78.0,72.0,82.0,82.0,47.0
478,back,16.0,75.0,41.0,50.0,77.0,76.0,79.0,54.0,75.0,64.0,53.0,79.0
479,front,8.0,75.0,78.0,73.0,80.0,74.0,62.0,80.0,79.0,85.0,85.0,65.0
480,front,8.0,86.0,80.0,81.0,85.0,83.0,78.0,81.0,77.0,72.0,81.0,77.0
481,midfield,16.0,77.0,69.0,81.0,72.0,82.0,69.0,80.0,78.0,81.0,84.0,39.0
482,back,7.0,75.0,54.0,71.0,74.0,77.0,94.0,71.0,81.0,73.0,76.0,75.0
483,back,11.0,75.0,36.0,72.0,77.0,73.0,66.0,66.0,80.0,55.0,65.0,82.0
484,back,12.0,78.0,57.0,75.0,84.0,82.0,74.0,87.0,76.0,68.0,69.0,69.0
485,front,8.0,69.0,81.0,72.0,83.0,80.0,81.0,77.0,82.0,70.0,76.0,81.0
486,midfield,9.0,74.0,77.0,78.0,76.0,60.0,61.0,83.0,82.0,73.0,86.0,69.0
487,back,14.0,70.0,28.0,64.0,69.0,91.0,82.0,74.0,80.0,77.0,69.0,65.0
488,back,14.0,77.0,54.0,69.0,78.0,84.0,77.0,70.0,82.0,66.0,75.0,74.0
489,midfield,12.0,79.0,80.0,74.0,76.0,66.0,76.0,88.0,81.0,75.0,81.0,58.0
490,back,14.0,80.0,59.0,74.0,75.0,77.0,73.0,78.0,80.0,73.0,76.0,64.0
491,midfield,4.0,78.0,74.0,80.0,63.0,77.0,65.0,68.0,74.0,75.0,84.0,60.0
492,back,9.0,69.0,68.0,57.0,79.0,77.0,73.0,81.0,79.0,68.0,73.0,65.0
493,back,15.0,71.0,40.0,52.0,90.0,70.0,71.0,85.0,66.0,33.0,55.0,83.0
494,back,12.0,81.0,46.0,76.0,74.0,83.0,72.0,68.0,84.0,72.0,73.0,72.0
495,goalkeeper,79.0,61.0,12.0,57.0,65.0,40.0,57.0,25.0,77.0,54.0,15.0,19.0
496,midfield,6.0,75.0,69.0,78.0,58.0,60.0,63.0,76.0,74.0,81.0,87.0,48.0
497,midfield,15.0,65.0,77.0,82.0,56.0,55.0,36.0,71.0,79.0,69.0,81.0,38.0
498,midfield,15.0,78.0,75.0,78.0,53.0,74.0,36.0,70.0,78.0,85.0,84.0,53.0
499,front,16.0,77.0,79.0,69.0,84.0,83.0,81.0,84.0,81.0,58.0,66.0,93.0
500,goalkeeper,82.0,62.0,11.0,52.0,62.0,41.0,68.0,45.0,72.0,63.0,16.0,20.0
501,midfield,10.0,77.0,76.0,77.0,46.0,64.0,73.0,61.0,81.0,88.0,86.0,43.0
502,midfield,12.0,79.0,69.0,84.0,58.0,68.0,65.0,80.0,76.0,81.0,85.0,52.0
503,midfield,13.0,80.0,63.0,80.0,66.0,77.0,65.0,73.0,83.0,77.0,78.0,59.0
504,goalkeeper,79.0,62.0,13.0,46.0,73.0,45.0,75.0,22.0,80.0,42.0,10.0,11.0
505,midfield,6.0,76.0,61.0,64.0,92.0,78.0,79.0,79.0,81.0,68.0,68.0,71.0
506,back,6.0,77.0,33.0,63.0,74.0,63.0,83.0,58.0,74.0,68.0,68.0,77.0
507,midfield,10.0,79.0,77.0,85.0,61.0,68.0,61.0,78.0,74.0,78.0,81.0,45.0
508,midfield,9.0,76.0,58.0,76.0,75.0,79.0,85.0,76.0,81.0,68.0,64.0,83.0
509,goalkeeper,79.0,45.0,12.0,42.0,41.0,29.0,66.0,24.0,79.0,34.0,13.0,8.0
510,back,5.0,76.0,40.0,64.0,76.0,68.0,83.0,57.0,76.0,73.0,65.0,76.0
511,front,16.0,77.0,80.0,69.0,78.0,81.0,83.0,79.0,81.0,65.0,78.0,87.0
512,goalkeeper,81.0,45.0,10.0,36.0,68.0,35.0,67.0,23.0,72.0,41.0,19.0,23.0
513,midfield,13.0,84.0,66.0,85.0,72.0,50.0,58.0,80.0,77.0,49.0,74.0,61.0
514,back,10.0,76.0,64.0,73.0,65.0,87.0,67.0,82.0,81.0,87.0,77.0,60.0
515,midfield,6.0,80.0,72.0,83.0,64.0,77.0,70.0,72.0,74.0,78.0,84.0,67.0
516,back,16.0,71.0,48.0,57.0,90.0,85.0,81.0,76.0,71.0,49.0,51.0,83.0
517,back,5.0,82.0,61.0,70.0,69.0,77.0,71.0,75.0,80.0,73.0,79.0,69.0
518,front,16.0,74.0,80.0,66.0,72.0,67.0,78.0,76.0,78.0,83.0,81.0,69.0
